post_url,caption,phones,emails,websites,scraped_at
https://www.facebook.com/search/pages/?q=colombo%20property,"  Find friends Number of unread notifications 1 Colombo Property  11K likes • 11K followers Contact Us Message Like Colombo Property Apartments | Real Estate | Commercial Property | Villa | Hotels  Buy Rent Sell we Can help you  0707780700 www.colombocityapartments.com Estate agent Colombo Property Details 1 review Always open Colombo 7, Colombo, Sri Lanka, 00700 Links colomboapartments.com Communities ColomboProperty Channel · 4 members Contact info 072 719 9900 info.colomboapartments@gmail.com","+94 72 719 9900 |  
0707780700 | 

0707780700 | 
072 719 9900",info.colomboapartments@gmail.com,www.colombocityapartments.com,2026-06-02T16:16:18.328335
https://www.facebook.com/search/pages/?q=colombo%20house%20for%20sale,"  Find friends Number of unread notifications 1 House For Sale in Colombo  3.8K likes • 3.8K followers WhatsApp Message Like “We possess a large database of residential lands & houses in good neighbourhoods @ Nawala, Rajagiriya, Kotte, Nugegoda, Kohuwala, Battaramulla, Pelawatta, Thalawatugoda and other close by towns. Please feel free to let us know your requirement Advertising/marketing House For Sale in Colombo Personal details Sinhala language and English Details 1 review Always open Pannipi"," 0777793114 | 
4
3
0
 
8
6 | 
3
0
4
8 | 
077 779 3114",urpropertysales@gmail.com,,2026-06-02T16:16:36.440807
https://www.facebook.com/search/pages/?q=colombo%20house%20for%20sale,"  Find friends Number of unread notifications 1 House For Sale in Colombo  3.8K likes • 3.8K followers WhatsApp Message Like “We possess a large database of residential lands & houses in good neighbourhoods @ Nawala, Rajagiriya, Kotte, Nugegoda, Kohuwala, Battaramulla, Pelawatta, Thalawatugoda and other close by towns. Please feel free to let us know your requirement Advertising/marketing House For Sale in Colombo Personal details Sinhala language and English Details 1 review Always open Pannipi"," 
077 779 3114 | 
3
0
4
8 | 
077 779 3114 |  0777793114 | 
4
3
0
 
8
6",urpropertysales@gmail.com,,2026-06-02T16:16:41.570706
https://www.facebook.com/search/pages/?q=colombo%20house%20for%20sale,"  Find friends Number of unread notifications 1 House For Sale in Colombo  3.8K likes • 3.8K followers WhatsApp Message Like “We possess a large database of residential lands & houses in good neighbourhoods @ Nawala, Rajagiriya, Kotte, Nugegoda, Kohuwala, Battaramulla, Pelawatta, Thalawatugoda and other close by towns. Please feel free to let us know your requirement Advertising/marketing House For Sale in Colombo Personal details Sinhala language and English Details 1 review Always open Pannipi"," 
077 779 3114 | 
3
0
4
8 | 
077 779 3114 |  0777793114 | 
4
3
0
 
8
6",urpropertysales@gmail.com,,2026-06-02T16:16:46.720234
https://www.facebook.com/search/pages/?q=colombo%20house%20for%20sale,"  Find friends Number of unread notifications 1 House For Sale in Colombo  3.8K likes • 3.8K followers WhatsApp Message Like “We possess a large database of residential lands & houses in good neighbourhoods @ Nawala, Rajagiriya, Kotte, Nugegoda, Kohuwala, Battaramulla, Pelawatta, Thalawatugoda and other close by towns. Please feel free to let us know your requirement Advertising/marketing House For Sale in Colombo Personal details Sinhala language and English Details 1 review Always open Pannipi"," 
077 779 3114 | 
3
0
4
8 | 
077 779 3114 |  0777793114 | 
4
3
0
 
8
6",urpropertysales@gmail.com,,2026-06-02T16:16:51.854018
https://www.facebook.com/search/pages/?q=colombo%20house%20for%20sale,"  Find friends Number of unread notifications 1 House For Sale in Colombo  3.8K likes • 3.8K followers WhatsApp Message Like “We possess a large database of residential lands & houses in good neighbourhoods @ Nawala, Rajagiriya, Kotte, Nugegoda, Kohuwala, Battaramulla, Pelawatta, Thalawatugoda and other close by towns. Please feel free to let us know your requirement Advertising/marketing House For Sale in Colombo Personal details Sinhala language and English Details 1 review Always open Pannipi"," 
077 779 3114 | 
    
 3000 | 
    
 5 | 
3
0
4
8 | 
077 779 3114 |  0777793114 | 
4
3
0
 
8
6 | 
    
 3 | 
    
 4",urpropertysales@gmail.com,,2026-06-02T16:16:57.013289
https://www.facebook.com/search/pages/?q=colombo%20house%20for%20sale,"  Find friends Number of unread notifications 1 House For Sale in Colombo  3.8K likes • 3.8K followers WhatsApp Message Like “We possess a large database of residential lands & houses in good neighbourhoods @ Nawala, Rajagiriya, Kotte, Nugegoda, Kohuwala, Battaramulla, Pelawatta, Thalawatugoda and other close by towns. Please feel free to let us know your requirement Advertising/marketing House For Sale in Colombo Personal details Sinhala language and English Details 1 review Always open Pannipi"," 
077 779 3114 | 
    
 3000 | 
    
 10 | 
    
 5 | 
3
0
4
8 | 
077 779 3114 |  0777793114 | 
4
3
0
 
8
6 | 
    
 3 | 
    
 4",urpropertysales@gmail.com,,2026-06-02T16:17:02.158784
https://www.facebook.com/search/pages/?q=colombo%20apartment,"  Find friends Number of unread notifications 1 Colombo Apartment to Rent  1.2K likes • 1.2K followers Message Like Search 3 Bed Luxury Furnished Residential Apartment Block of flats More All About Followers Photos Mentions More Details Not yet rated (0 reviews) Always open 7th floor, Victoria Expo Tower, Park St, Colombo, Sri Lanka, Colombo 02 Contact info 077 336 7255 nikigomez@gmail.com Colombo Apartment to Rent Photos See All Photos Privacy    · Terms    · Advertising    · Ad choices     · C","
7
1
4
9
 
7
7
3 |  077 3367255 | 
0
1
2
3 | 
0765519986
2 | 
7
1
4
9
2
7
7
3 | 
077 336 7255 | 
1
0
6
2 | 
0
2
2
3",nikigomez@gmail.com,,2026-06-02T16:17:20.894582
https://www.facebook.com/search/pages/?q=colombo%20apartment,"  Find friends Number of unread notifications 1 Colombo Apartment to Rent  1.2K likes • 1.2K followers Message Like Search 3 Bed Luxury Furnished Residential Apartment Block of flats Colombo Apartment to Rent Details Not yet rated (0 reviews) Always open 7th floor, Victoria Expo Tower, Park St, Colombo, Sri Lanka, Colombo 02 Contact info 077 336 7255 nikigomez@gmail.com Colombo Apartment to Rent Photos See All Photos Privacy    · Terms    · Advertising    · Ad choices     · Cookies    · More Fea","
0
1
2
3 | 
077 336 7255 | 
7
1
4
9
 
7
7
3 |  077 3367255",nikigomez@gmail.com,,2026-06-02T16:17:26.028241
https://www.facebook.com/search/pages/?q=colombo%20apartment,"  Find friends Number of unread notifications 1 Colombo Apartment to Rent  1.2K likes • 1.2K followers Message Like Search 3 Bed Luxury Furnished Residential Apartment Block of flats Colombo Apartment to Rent Details Not yet rated (0 reviews) Always open 7th floor, Victoria Expo Tower, Park St, Colombo, Sri Lanka, Colombo 02 Contact info 077 336 7255 nikigomez@gmail.com Colombo Apartment to Rent Photos See All Photos Privacy    · Terms    · Advertising    · Ad choices     · Cookies    · More Fea","
7
1
4
9
 
7
7
3 |  077 3367255 | 
0
1
2
3 | 
0765519986
2 | 
7
1
4
9
2
7
7
3 | 
077 336 7255 | 
1
0
6
2 | 
0
2
2
3",nikigomez@gmail.com,,2026-06-02T16:17:31.187170
https://www.facebook.com/search/pages/?q=colombo%20apartment,"  Find friends Number of unread notifications 1 Colombo Apartment to Rent  1.2K likes • 1.2K followers Message Like Search 3 Bed Luxury Furnished Residential Apartment Block of flats Colombo Apartment to Rent Details Not yet rated (0 reviews) Always open 7th floor, Victoria Expo Tower, Park St, Colombo, Sri Lanka, Colombo 02 Contact info 077 336 7255 nikigomez@gmail.com Colombo Apartment to Rent Photos See All Photos Privacy    · Terms    · Advertising    · Ad choices     · Cookies    · More Fea","
0
1
2
3 | 
077 336 7255 | 
7
1
4
9
 
7
7
3 |  077 3367255",nikigomez@gmail.com,,2026-06-02T16:17:36.315521
https://www.facebook.com/search/pages/?q=colombo%20apartment,"  Find friends Number of unread notifications 1 Colombo Apartment to Rent  1.2K likes • 1.2K followers Message Like Search 3 Bed Luxury Furnished Residential Apartment Block of flats Colombo Apartment to Rent Details Not yet rated (0 reviews) Always open 7th floor, Victoria Expo Tower, Park St, Colombo, Sri Lanka, Colombo 02 Contact info 077 336 7255 nikigomez@gmail.com Colombo Apartment to Rent Photos See All Photos Privacy    · Terms    · Advertising    · Ad choices     · Cookies    · More Fea","
0
1
2
3 | 
077 336 7255 | 
7
1
4
9
 
7
7
3 |  077 3367255",nikigomez@gmail.com,,2026-06-02T16:17:41.474993
https://www.facebook.com/search/pages/?q=colombo%20apartment,"  Find friends Number of unread notifications 1 Colombo Apartment to Rent  1.2K likes • 1.2K followers Message Like Search 3 Bed Luxury Furnished Residential Apartment Block of flats Colombo Apartment to Rent Details Not yet rated (0 reviews) Always open 7th floor, Victoria Expo Tower, Park St, Colombo, Sri Lanka, Colombo 02 Contact info 077 336 7255 nikigomez@gmail.com Colombo Apartment to Rent Photos See All Photos Privacy    · Terms    · Advertising    · Ad choices     · Cookies    · More Fea","
0
1
2
3 | 
077 336 7255 | 
7
1
4
9
 
7
7
3 |  077 3367255",nikigomez@gmail.com,,2026-06-02T16:17:46.613307
